Name,Area of specialisation,Link,Image/Pdf,End Date,End Date 2,Country,Level needed,Link2,Action item,Deadline month
University of Ottawa,"Sciences, Social sciences",https://scholarships.uottawa.ca/p/a/239724/,,,,Canada,BSc,,,
Eth Zurich ,"Architecture, Engineering",https://www.jobs.ethz.ch/job/view/4852,,31-Jan,,Ireland,PhD,,,Jan
West Texas A&M university ,"Agricultural engineering, Agronomy, Animal science, Environmental science, Geography, Remote sensing",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/1640727758639.jpeg,,,USA,"MSC, PhD",,,
Tu dublin,"civil engineering, structural engineering",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/Reducing-building-lifecycle-impact--PhD.pdf,01-Feb,,Ireland,PhD,,,Feb
Illinois state university ,Business administration,https://jobsearch.illinoisstate.edu/en-us/job/512538/ga-research-assistant-college-of-business-mba-program-fall-2022,,31-Jul,,USA,MBA,,,Jul
University of Toronto,"Ecology, Forest ecology, Forestry",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FKaPcM3VIAMfyjm.jpeg,,,Canada,PhD,,Cold email,
University of Toronto ,"Material science, Mechanical engineering, civil engineering, structural engineering",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FIVpzKRWQAQgSbT.jpeg,01-Feb,,Canada,"MSC, PhD",,,Feb
Edinburgh doctoral college scholarships,"Political science, Social sciences",https://www.sps.ed.ac.uk/study/prospective/postgraduate-research-programmes/scholarships/sps-awards/edinburgh-doctoral-college-scholarship-school-of-social-and-political-science,,03-Feb,,UK,PhD,,,Feb
Montana state university ,Education,https://www.montana.edu/education/grad/index.html,,,,USA,"MSC, PhD",https://www.montana.edu/gradschool/policy/admissions_intl.html,,
Wageningen University ,All disciplines,https://www.wur.nl/en/Education-Programmes/master/practical-information-masters/Scholarships-for-international-masters-students.htm,,01-Feb,,Netherlands,MSC,,,Feb
Qatar university ,All disciplines,http://www.qu.edu.qa/students/admission/scholarships,,31-Jan,14-Apr,Qatar,"BSc, MSC, PhD",http://www.qu.edu.qa/students/admission/graduate/application-timeline,,Jan
University hospital of Cologne ,"Biomedicine, Medicine, Natural science",https://www.nature.com/naturecareers/job/9-phd-and-mdphd-student-fmx-university-hospital-of-cologne-752267,,30-Jan,,Germany,"MD, PhD",https://jobs-uk-koeln.de/index.php?ac=login&jobad_id=3237,,Jan
University of Luxembourg ,Psychology,https://recruitment.uni.lu/en/details.html?id=QMUFK026203F3VBQB7V7VV4S8&nPostingID=70979&nPostingTargetID=102759&mask=karriereseiten&lg=UK,,,,,PhD,,,
Uppsala university ,Political science,https://www.uu.se/en/about-uu/join-us/details/?positionId=445271,,04-Feb,,Sweden,PhD,,,Feb
University of Alberta ,"Transportation engineering, civil engineering",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/1641444484439.pdf,25-Mar,15-Apr,Canada,"MSC, PhD",,,Mar
Allan and Nesta Ferguson Scholarship- university of Sheffield ,"International Development, International law, Journalism, Political communication, Political economy, public health",https://www.sheffield.ac.uk/international/fees-and-funding/scholarships/postgraduate/ferguson,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20220105_024126.jpg,06-May,,UK,"LLM, MA, MPH",,,May
Chatham university ,All disciplines,https://www.chatham.edu/admission-and-aid/undergraduate/scholarships-and-grants.html,,01-Feb,,USA,BSc,,,Feb
Radboud scholarship ,All disciplines,https://www.ru.nl/english/education/masters-programmes/financial-matters/scholarships-grants/read_more/rsprogramme/,,28-Feb,,Netherlands,MSC,,,Feb
Scholarship in Food Insecurity,"Food Insecurity, Food science",https://www.feedopportunity.com/apply-for-funding/scholarships/,,18-Feb,,Canada,"MSC, PhD",,,Feb
MINT,Mathematics,https://mint.math.univ-toulouse.fr/en/appels-offres/,,31-Jan,01-Feb,France,"MSC, PhD",https://mint.math.univ-toulouse.fr/en/appels-offres/,,Jan
Sophie Germain,Mathematics,https://www.fondation-hadamard.fr/fr/master-bourses-de-master/master-401-appels-candidatures-pour-une-bourse-de-master,,31-Jan,,France,"MSC, PhD",,,Jan
KTH scholarship ,All disciplines,https://www.kth.se/en/studies/master/general/scholarships/kth-scholarship-1.72827,,17-Jan,,Sweden,MSC,https://www.kth.se/en/studies/master/general/list-of-master-s-programmes-1.8311,,Jan
King Abdulaziz University ,All disciplines,https://dsa-scholarships.kau.edu.sa/Default-211995-EN,,,,Saudi Arabia,"BSc, MSC, PhD",,,
EPSRC scholarship in Chemistry- university of Kent ,Chemistry,https://blogs.kent.ac.uk/spskent/2022/01/30/fully-funded-epsrc-scholarships-in-chemistry/,,13-Mar,,USA,PhD,,,Mar
University of Kent - Next generation law scholarship ,Law,https://www.kent.ac.uk/scholarships/search/FN37NGENLS01,,14-Feb,,UK,PhD,,,Feb
Bilkent University,All disciplines,https://w3.bilkent.edu.tr/international/scholarships-for-international-students/,,,,Turkey,"BSc, MSC",,"Fully funded, Recurring",
Florida international university ,"Computer engineering, Electrical engineering",https://ece.fiu.edu/academics/graduate/phd-electrical-computer-engineering/index.html,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20220109_203413.jpg,,,,PhD,,,
GIST,All disciplines,https://www.gist.ac.kr/iadm/html/sub04/0401.html,,15-Apr,,"Korea, South Korea","MSC, PhD",,,Apr
Kansas state university ,"Chemical engineering, Chemistry, Material science",https://careers.k-state.edu/cw/en-us/job/512028/post-doctoral-fellow,,01-Feb,,USA,Post doc,,,Feb
Quissim university ,"Computer engineering, Computer science, Cybersecurity, Informatics, Information technology",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/1641319039845.jpeg,31-Jan,,Saudi Arabia,MSC,,,Jan
University of Toronto,"Geography, Planning, Remote sensing",https://geography.utoronto.ca/graduate-geography/application-admissions/supervision/,,,,Canada,"MA, MSC, PhD",,,
PSL,"Acturial science, Economics, Finance, Machine learning, Mathematics, insurance",https://psl.eu/en/graduate-programs/graduate-program-mathematics-and-applications,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/MATHEMATICS_GRADUATE_PROGRAM-Spring_call_2021.pdf,07-Mar,,France,MSC,,,Mar
Queen’s University- Natural Sciences and Engineering Research Council Funding,"Engineering, Natural science",https://www.queensu.ca/academic-calendar/graduate-studies/awards-financial-assistance/,,31-Dec,,Canada,"MA, MSC, PhD",,,Dec
University of Toronto- Vision Science Research Program,"Health sciences, Vision Science",https://www.sgs.utoronto.ca/awards/external-funding-resources-for-graduate-students/,,12-Nov,,Canada,"MA, MSC, PhD",,,Nov
University of Waterloo- International Student Funding,All disciplines,https://gs.mcmaster.ca/current-students/scholarships/#nav-bursaries,,31-Dec,,Canada,"MA, MSC, Post doc",,,Dec
McGill University- Weston Fellowship,All disciplines,https://www.mcgill.ca/gps/funding/opportunities/students/weston-fellowship,,13-Mar,,Canada,"MA, MSC, PhD",,,Mar
University of Toronto-Graduate Scholarship,All disciplines,https://www.sgs.utoronto.ca/awards/ontario-graduate-scholarship/#section_1,,01-Jun,,Canada,"MA, MSC, PhD",,,Jun
University of Alberta- Master’s Entrance Scholarship,All disciplines,https://www.ualberta.ca/graduate-studies/awards-and-funding/scholarships/graduate-entrance.html,,25-May,,Canada,"MA, MSC",,,May
University of Manitoba- Graduate Fellowship,All disciplines,https://umanitoba.ca/graduate-studies/funding-awards-and-financial-aid/university-manitoba-graduate-fellowship-umgf,,31-Dec,,Canada,"MA, MSC, PhD",,,Dec
University of Saskatchewan- Graduate Scholarship,"Animal science, Anthropology, Art, Art History, Cultural Studies, Dentistry, Education, Gender Studies, Indigenous Studies, Languages, Linguistics, Literature, Marketing, Music, Philosophy, Veterinary",https://students.usask.ca/money/awards/graduate-awards.php?award=301368GS01#myScholarships,,28-Feb,,Canada,"MA, MSC, PhD",,,Feb
University of Saskatchewan- International Dean’s Scholarship,All disciplines,https://grad.usask.ca/funding/scholarships.php#University,,31-Jan,,Canada,"MA, MSC, PhD",,,Jan
Erasmus Mundus scholarship ,"Biological and Behavioural Sciences, Environmental engineering, Environmental science, Geography, Geology, Geoscience, Natural resources, civil engineering",https://www.un-ihe.org/news/erasmus-mundus-scholarship-deadlines-15-january-15-february-2022,,15-Jan,15-Feb,"Germany, Netherlands, Portugal",MSC,,,Jan
Purdue university ,"AI, Biomedical engineering, Computer engineering, Computer science, Cybersecurity, Electrical engineering, Machine learning",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/PRIA_GRA_Recruitment_Letter.pdf,,,USA,PhD,,,
University of Strasbourg ,"Computer science, Machine  and deep learning",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/CNES_PhD_advert.pdf,15-Mar,,France,PhD,,,Mar
Biomorphic intelligence lab - TU Delft ,"AI, Aerospace  engineering, Computer science, Electrical engineering, Mathematics",https://www.tudelft.nl/ai/biomorphic-intelligence-lab?languageSelect=UK&searchCriteria[0][key]=keywords&searchCriteria[0][values][]=BioMorphicLab&searchCriteria[1][key]=Resultsperpage&searchCriteria[1][values][]=50,,16-Jan,,Netherlands,PhD,,,Jan
TU Delft,"Aerospace  engineering, Material science, Mathematics, Mechanical engineering, Physics, civil engineering",https://www.tudelft.nl/over-tu-delft/werken-bij-tu-delft/vacatures/details?jobId=5297&jobTitle=PhD%20Position%20Modelling%20of%20the%20Interaction%20of%20High-Energy%20Radiation%20and%20Space%20Materials,,31-Jan,,Netherlands,PhD,https://www.tudelft.nl/over-tu-delft/werken-bij-tu-delft/vacatures/apply/?jobId=QEZFK026203F3VBQBLO6G68W9-5297&langCode=en_GB,,Jan
Florida international university ,"Computer engineering, Computer science, Machine learning, Mathematics",https://www.linkedin.com/feed/update/urn:li:activity:6882818691239591936/,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20220101_165655.jpg,15-Jan,,USA,PhD,,,Jan
Opportunities in Agriculture and Bioscience ,"Agriculture, Bioscience",https://agristok.net/,,,,,"MSC, PhD, Post doc",,,
Global rivers group  Twxas A &M ,"Geography, Hydrology",https://www.globalriversgroup.com/,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20220101_082848.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/CAREER_PhD_Announcement_Flyer.pdf",01-Feb,,USA,PhD,https://geography.tamu.edu/graduate-student-resources/application-process/index.html,,Feb
University of Freiburg,"Engineering, Environmental science, Geology, Geoscience, Hydrology",www.gs.esgc.uni-freiburg.de,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/Job_Announcement_PhD_DFG_SSF_2022_engl.pdf,30-Jan,,Germany,PhD,,,Jan
University of twente,All disciplines,https://www.utwente.nl/en/education/scholarship-finder/university-of-twente-scholarship/,,01-Feb,01-May,Netherlands,MSC,,,Feb
University of Nevada- Blockchains and high performance computing ,"Computer science, Databases",,,,,USA,PhD,,,
Database Research Group,Computer science,https://dbresearch.uni-salzburg.at/jobs,,16-Jan,,Austria,PhD,,,Jan
University of Bradford,"Artificial intelligence, Data analysis, data science and business analytics",https://www.bradford.ac.uk/courses/pg/applied-artificial-intelligence-and-data-analytics/,,,,UK,MSC,https://www.brad.ac.uk/scholarships/info/Office-for-Students-Funded-Scholarship-for-MSc-in-Applied-Artificial-Intelligence-and-Data-Analytics-jan-22,,
Delft University of Technology-Web Information Systems,"Artificial intelligence, Data management systems",https://www.linkedin.com/jobs/view/phd-student-at-technische-universiteit-delft-2852686715/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic&originalSubdomain=nl,,15-Feb,,Netherlands,PhD,,,Feb
University of Geneva- Viper Group,"Computer science, Machine learning, Mathematics, Medical data analysis",https://viper.unige.ch/doku.php/2111.phd,,31-Dec,,Switzerland,PhD,,,Dec
University of Geneva Faculty of Medicine,"Anthropology, Forensic Imaging, Machine learning, Mathematics",https://jobs.unige.ch/www/wd_portal.show_job?p_web_site_id=1&p_web_page_id=53853,,31-Jan,,Switzerland,PhD,,,Jan
A*STAR,All disciplines,https://www.a-star.edu.sg/Scholarships/Overview,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211230_002839.jpg,01-Jun,,Singapore,"BSc, MSC, PhD",,,Jun
Wildlife and fisheries science  Job board ,"Biology, Ecology, Environmental science, Fisheries, Forestry, Natural resources, Wildlife, Zoology, aquaculture",https://wfscjobs.tamu.edu/?job_category=graduate-assistantships,,,,,"MSC, PhD",,,
KAUST,All disciplines,https://www.kaust.edu.sa/en/study/applying-to-kaust,,31-Mar,,Saudi Arabia,"MSC, PhD",https://admissions.kaust.edu.sa/,,Mar
Horizon CDT ,"Business, Computer science, Digital economy, Engineering, Geography, Mathematics, Medicine, Physics, Psychology, Social sciences",https://cdt.horizon.ac.uk/apply/current-opportunities/,,,,,PhD,,,
Geneva Academy ,"Human rights, Humanitarian law",https://www.geneva-academy.ch/masters/study-with-us/scholarships,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211229_231735.jpg,,,,LLM,,,
The government of Brunei Darussalam,All disciplines,http://mfa.gov.bn/pages/bdgs/bdgs2022.aspx,,15-Feb,,,"BSc, Diploma, MSC, PhD",,,Feb
West Texas A&M university,"Agricultural engineering, Agronomy, Animal science, Environmental science, Geography, Remote sensing",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FH0yIISXMAM5CT1.jpeg,,,USA,"MSC, PhD",,,
University of Arts London Postgraduate Scholarship,"Art, Design, Fashion, Fine Art","https://www.arts.ac.uk/study-at-ual/fees-and-funding/scholarships-search/ual-international-postgraduate-40,000-scholarships",,30-Jun,,UK,"MA, MSC",,,Jun
Eiffel Excellence Scholarship Programme,"Biology, Ecology, Economics, Engineering, History, Languages, Law, Management, Mathematics, Political science",https://www.campusfrance.org/en/eiffel-scholarship-program-of-excellence,,07-Jan,,France,"MSC, PhD",,,Jan
Endeavour Postgraduate Awards,All disciplines,https://endeavour.education.gov.au/endeavour,,31-May,,Australia,"MSC, PhD, Post doc",,,May
Joint Japan World Bank Graduate Scholarships,All disciplines,https://www.worldbank.org/en/programs/scholarships#JJ_Scholarship_Benefits,,28-Feb,27-May,Global,"BA, BSc",,,Feb
Swedish Institute Scholarships for Global Professionals,All disciplines,https://si.se/en/apply/scholarships/swedish-institute-scholarships-for-global-professionals/,,28-Feb,,Sweden,"MA, MSC",https://si.se/app/uploads/2021/11/eligible-master-programmes-sisgp-2022_2023-2.pdf,,Feb
The Gates Millennium Scholarship,All disciplines,https://gmsp.org,,15-Jan,,USA,"BA, BSc",,,Jan
Rotary Foundation Global Study Grants,All disciplines,https://www.rotary.org/en/our-programs/scholarships,,31-Dec,,Global,"BSc, MSC, PhD, Post doc",,,Dec
DAAD Scholarships,All disciplines,https://www.daad.de/en/,,15-Jul,,Germany,"BSc, MSC, PhD, Post doc",,,Jul
Fulbright Scholarships,All disciplines,https://us.fulbrightonline.org,,12-Oct,,USA,"BA, BSc, MSC, PhD",,,Oct
University of Northern British Columbia,"Climate change, Engineering, Environmental science, Hydrology, meteorology",https://web.unbc.ca/~sdery/index.html,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/M.Sc_northen_hydrometeorology.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/M.sc._northern_hydrometeorology_2.jpg",14-Jan,,Canada,MSC,,,Jan
Erasmus+,All disciplines,https://erasmus-plus.ec.europa.eu,,15-Jan,,Europe,All Students,,,Jan
Chevening Scholarship,All disciplines,https://www.chevening.org/scholarships/,,02-Nov,,UK,MSC,https://www.chevening.org/scholarships/find-a-course/,,Nov
Semnani Research group ,"civil engineering, structural engineering",https://docs.google.com/forms/d/e/1FAIpQLSd3XoMKFsEs5ne757zjptZ6TlIRObj8-QPGLVkcXjSGwf7d1g/viewform,,,,USA,"BSc, MSC, PhD, Post doc",https://semnani.eng.ucsd.edu/join-us,,
Chalmers university,All disciplines,,,,,Sweden,MSC,,,
University of Bristol - Think big postgraduate scholarship,All disciplines,http://www.bristol.ac.uk/students/support/finances/scholarships/think-big-postgraduate/,,28-Mar,13-Mar,UK,MSC,,,Mar
Queen Mary University ,"Biochemistry, Biological and Behavioural Sciences, Biology, Evolution, Genomics, Machine learning, Psychology",https://evol.mcmaster.ca/~brian/evoldir/GradStudentPositions/QueenMaryU_London.PopulationGenetics,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211225_194908.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211225_195629.jpg",31-Jan,25-Feb,UK,PhD,https://www.qmul.ac.uk/sbbs/postgraduate/phd-programmes/postgraduate-research-studentships/,,Jan
Queen Mary University ,All disciplines,https://www.qmul.ac.uk/scholarships/database/,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/Screenshot_20211225-200301_Chrome.jpg,,,UK,"BSc, MSC, PhD",,,
European masters in embedded systems ,"Computer science, Electrical engineering",https://emecs.eit.uni-kl.de/admission#applynow,,31-Jan,,"Germany, Italy, Norway",MSC,https://emecs.eit.uni-kl.de/,,Jan
Johannes Kepler university  Lin,Organic Chemistry,https://www.jku.at/en/institute-of-organic-chemistry/team/schoefberger-lab,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211225_200554.jpg,,,Austria,PhD,,,
Max Planck  institut,"Chemistry, Material science, Physics, Sustainable metallurgy",https://www.mpie.de/2941513/admission,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211225_201534.jpg,15-Feb,,Germany,PhD,,,Feb
Lifetime  CDT,"Biology, Biomaterials, Biomedical engineering, Biotechnology, Cell biology, Chemistry, Drug discovery, Engineering, Medicine, Physical sciences, Tissue engineering",https://lifetime-cdt.org/project-page/,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211225_202609.jpg,31-Jan,,"Ireland, UK",PhD,https://lifetime-cdt.org/apply/,,Jan
Institute  curie research center ,"Biochemistry, Bioengineering, Biology, Biophysics, Computational biology, Machine  and deep learning, Mathematics, Physics, molecular virology",https://eureca.curie.fr/project.php,,10-Jan,,France,PhD,https://eureca.curie.fr/application/login.php,,Jan
University of Regina,"Chemical engineering, Chemistry, Environmental engineering, Environmental science, municipal engineering",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/1640790113443.jfif,,,Canada,"MSC, PhD",,,
Belgian Nuclear Research Centre SCK CEN.,"Biology, Chemistry, Physics, bio engineering, medical, nuclear engineering",https://www.sckcen.be/en/sck-cen-academy/thesis-and-internship-topics?type=68&theme=&institute=121,,,,,PhD,,,
Opportunities in Norway,All disciplines,https://www.jobbnorge.no/search/en?term=Phd&OrderBy=Published&Period=All#1,,,,Norway,PhD,,,
NTNU,"nursing, public health",https://www.jobbnorge.no/en/available-jobs/job/217348/phd-candidate-at-the-department-of-public-health-and-nursing,,16-Jan,,Norway,PhD,,,Jan
The Oslo School of Architecture and Design,"Architecture, Art, Humanities, Industrial design, Interaction design, Social sciences",https://www.jobbnorge.no/en/available-jobs/job/217711/phd-position-inclusive-and-sustainable-design-of-technologies-of-care,,27-Feb,,Norway,PhD,,,Feb
University of Sheffield,"Chemical engineering, Material science, civil engineering",https://jobs.shef.ac.uk/sap/bc/webdynpro/sap/hrrcf_a_posting_apply?PARAM=cG9zdF9pbnN0X2d1aWQ9NjFCRTlDMzBGNDU5NEYzQ0UxMDAwMDAwQUMxRTg4NzgmY2FuZF90eXBlPUVYVA%3d%3d&sap-client=400&sap-language=EN&sap-accessibility=X&sap-ep-themeroot=%2fSAP%2fPUBLIC%2fBC%2fUR%2fuos#,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/Overview_-_Research_Associate_in_Cement_Hydration_.pdf, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/Overview_-_RA_in_Cement_Clinkering_.pdf",09-Feb,,UK,Post doc,,,Feb
University of Chalmers,"Chemical engineering, Engineering, Mathematics, Mechanical engineering, Physics",https://www.chalmers.se/en/about-chalmers/Working-at-Chalmers/Vacancies/Pages/default.aspx?rmpage=job&rmjob=10105,,11-Feb,,Sweden,PhD,,,Feb
https://albarqouni.github.io/ research lab,"AI, Computer science, Electrical engineering, Machine learning, Medicine",https://albarqouni.github.io/team/,,,,Germany,"PhD, Post doc",,,
University of Waterloo- minimum funding for Msc and Phd students,All disciplines,https://uwaterloo.ca/graduate-studies-postdoctoral-affairs/current-students/minimum-funding,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/minimum_funding.png,01-Feb,,Canada,"MSC, PhD",,,Feb
University of Waterloo,optometry,https://uwaterloo.ca/optometry-vision-science/vision-science-graduate-studies/funding-and-awards,,01-Feb,,,"MSC, PhD",https://uwaterloo.ca/graduate-studies-postdoctoral-affairs/future-students/programs/vision-science-msc-waterloo,,Feb
University of Alabama,optometry,https://www.uab.edu/optometry/home/academics/doctor-of-optometry/scholarships,,31-May,,USA,PhD,,,May
University of Capetown,"Biological and Behavioural Sciences, Computational biology, biostatistics",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FHtEvUtX0AQZPSD.jfif,31-Jan,,South Africa,Post doc,,,Jan
Graduate school opportunities in Korea,All disciplines,https://m.hibrain.net/gradstudent,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/korea.png,,,"Korea, South Korea","MSC, PhD",,,
Mid Sweden University,"Electrical engineering, Electronics",https://www.miun.se/en/work-at-the-university/career/jobs/vacancy/phd-student-in-electronics-with-focus-on--embedded-deep-neural-networks/,,09-Jan,,Sweden,PhD,,,Jan
MEXT,"Agriculture, Biochemistry, Food science, Microbiology, Nutrition, environmental sociology, food process engineering, horticulture, irrigation engineering",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/202210PPGHD_Dkokuhi.pdf,27-Jan,,Japan,PhD,,,Jan
MEXT,"Agriculture, Biochemistry, Biological and Behavioural Sciences, Environmental science, Food science, Management, agricultural economics, food resources",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/202210PPGHD_Mkokuhi.pdf,27-Jan,,Japan,MSC,,,Jan
University of Delaware,civil engineering,,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FH6Xql2XMAM8Tzu.jfif,,,USA,PhD,,,
Copenhagen bioscience ,"Biomedicine, Bioscience, Biotechnology, Health sciences",https://novonordiskfonden.dk/en/grants/copenhagen-bioscience-phd-programme/,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211225_205008.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211225_205543.jpg",17-Jan,,Denmark,PhD,https://cphbiosciencephd.org/,,Jan
Max Planck research school,"Bioinformatics, Biology, Chemistry, Genetics, Microbiology, Physics",https://www.imprs-marburg.de/,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FFr5aE5WUAkw-MT.jpeg,31-Jan,,Germany,PhD,,,Jan
University of Agder,"Bio acoustics, Biological science, Ecology, Machine learning, Mathematical science",https://www.jobbnorge.no/en/available-jobs/job/217826/phd-research-fellow-in-ecology-machine-learning-and-bioacoustics,,19-Jan,,Norway,PhD,,,Jan
University of Turku,"Biology, Birds, Climate change, Ecology",https://www.sfecologie.org/offre/investigating-conservation-actions-improving-bird-responses-to-climate-warming-in-europe/,,31-Jan,,Finland,PhD,,,Jan
Kiel university ,"Archaeology, Ethnoarchaeology, Material Culture Studies",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FHM0_vgXoAEVfIn.jpeg,31-Jan,,Germany,"PhD, Post doc",,,Jan
Humboldt university Berlin ,"Economics, Law, Political science, Public policy, Social sciences, Sociology",https://www2.daad.de/deutschland/promotion/phd/en/13306-phdgermany-database/?detail=6500,,07-Jan,,Germany,PhD,,,Jan
University of Adelaide ,"Computer science, Electrical engineering",https://jobrxiv.org/job/university-of-adelaide-27778-2-phd-scholarships-energy-and-storage-infrastructure-design-electric-mobile-fleet-operation/,,,,Australia,PhD,,,
University of Adelaide ,All disciplines,https://scholarships.adelaide.edu.au/?title=&open=1&field_degree=66&field_citizenship=All&field_type_of_scholarship=All&field_available_to=All&field_available_in=All,,,,,"MSC, PhD",,,
DTU,"Biology, Fish ecophysiology",https://www.dtu.dk/english/About/JOB-and-CAREER/vacant-positions/job?id=bacb58dc-bdb0-4741-880c-946182392329,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211225_212926.jpg,31-Jan,,Denmark,PhD,,,Jan
Aston university ,"Computer science, Engineering, Machine learning, Physics",https://euraxess.ec.europa.eu/jobs/719694,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FHJJdiuWQAcNPkG.jpeg,13-Jan,,UK,PhD,,,Jan
DTU,"Biology, Biotechnology, Microbiology, aquaculture",https://www.dtu.dk/english/about/job-and-career/vacant-positions/job?id=8a53a821-f394-4d1e-9c93-f643530408f0,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211225_213656.jpg,01-Feb,,Denmark,PhD,,,Feb
Hardiman scholarship - National university of Ireland Galway,All disciplines,http://www.nuigalway.ie/hardiman-scholarships/,,11-Feb,,Ireland,PhD,,,Feb
Government of Ireland ,All disciplines,https://eurireland.ie/2021/11/26/government-of-ireland-international-education-scholarships-2022/,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/GOI-IES-Call-2022.pdf,25-Mar,,Ireland,"BSc, MSC, PhD",https://webportalapp.com/sp/login/heagrantapplication,,Mar
LUT scholarship ,All disciplines,https://www.lut.fi/web/en/news/-/asset_publisher/lGh4SAywhcPu/content/admissions-masters-scholarships-paasisalto,,19-Jan,21-May,Finland,MSC,https://www.lut.fi/web/en/admissions/masters-studies,,Jan
University of oulu,"Electrical engineering, Electronics, communications engineering",https://www.oulu.fi/6gflagship/cwc-wce-scholarship-spring-2022,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211225_221710.jpg,19-Jan,20-Feb,,MSC,https://www.oulu.fi/en/apply,,Jan
University of eastern Finland ,All disciplines,https://www.uef.fi/en/tuition-fees-waivers-and-scholarships,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211225_222433.jpg,19-Jan,,Finland,MSC,https://opintopolku.fi/konfo/en/sivu/next-joint-application-to-higher-education-5-19-jan-2022,,Jan
Study in Finland Scholarship ,All disciplines,https://www.studyinfinland.fi/scholarships/finland-scholarships,,,,Finland,"MSC, PhD",,,
Montreal university  ,All disciplines,https://admission.umontreal.ca/en/scholarship-for-international-students/,,01-Feb,,Canada,"BSc, MSC, PhD",https://admission.umontreal.ca/parcours/index-en.html,,Feb
University of Saskatchewan dean's scholarship,All disciplines,https://students.usask.ca/money/awards/graduate-awards.php?award=301310GS01,,31-Jan,,Canada,"MSC, PhD",,,Jan
Utretch  Excellence scholarship ,All disciplines,https://www.uu.nl/masters/en/general-information/international-students/financial-matters/grants-and-scholarships/utrecht-excellence-scholarships,,31-Jan,,Netherlands,MSC,https://www.uu.nl/masters/en/masterprogrammas/voertaal/engels-46/voertaal/meertalig-395,,Jan
Holland scholarship ,All disciplines,https://www.studyinholland.nl/finances/holland-scholarship,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/uu_hollandscholarship.pdf,01-Feb,01-May,Netherlands,MSC,,,Feb
Utretch university ,"Economics, Governance, Law",https://www.uu.nl/masters/en/general-information/international-students/financial-matters/grants-and-scholarships/ues-law-economics-and-governance-international-talent-scholarship,,31-Jan,,Netherlands,MSC,https://info.studielink.nl/en,,Jan
University of New Brunswick ,All disciplines,https://www.unb.ca/gradstudies/current/financial/scholarships/,,,,Canada,"MSC, PhD",,,
